Source,Target,Weight,Type
serao_addio_1890,serao_mano_1912,42,undirected
serao_allerta_1889,serao_addio_1890,1,undirected
serao_allerta_1889,serao_ballerina_1899,40,undirected
serao_allerta_1889,serao_castigo_1893,9,undirected
serao_allerta_1889,serao_fanciulla_1886,51,undirected
serao_allerta_1889,serao_mano_1912,2,undirected
serao_ballerina_1899,serao_allerta_1889,40,undirected
serao_ballerina_1899,serao_castigo_1893,10,undirected
serao_ballerina_1899,serao_fanciulla_1886,59,undirected
serao_ballerina_1899,serao_mano_1912,5,undirected
serao_ballerina_1899,serao_paese_1898,5,undirected
serao_castigo_1893,serao_addio_1890,60,undirected
serao_castigo_1893,serao_allerta_1889,9,undirected
serao_castigo_1893,serao_ballerina_1899,10,undirected
serao_castigo_1893,serao_cuore_1881,22,undirected
serao_castigo_1893,serao_fanciulla_1886,1,undirected
serao_castigo_1893,serao_mano_1912,48,undirected
serao_castigo_1893,serao_paese_1898,2,undirected
serao_cuore_1881,neera_indomani_1889,1,undirected
serao_cuore_1881,neera_passione_1903,3,undirected
serao_cuore_1881,serao_addio_1890,26,undirected
serao_cuore_1881,serao_castigo_1893,22,undirected
serao_cuore_1881,serao_dalvero_1879,60,undirected
serao_cuore_1881,serao_fanciulla_1886,7,undirected
serao_cuore_1881,serao_mano_1912,1,undirected
serao_dalvero_1879,neera_passione_1903,5,undirected
serao_dalvero_1879,serao_addio_1890,7,undirected
serao_dalvero_1879,serao_cuore_1881,60,undirected
serao_dalvero_1879,serao_fanciulla_1886,3,undirected
serao_dalvero_1879,serao_paese_1898,31,undirected
serao_dalvero_1879,vertua_dettava_1872,2,undirected
serao_fanciulla_1886,drigo_fortuna_1913,11,undirected
serao_fanciulla_1886,serao_allerta_1889,51,undirected
serao_fanciulla_1886,serao_ballerina_1899,59,undirected
serao_fanciulla_1886,serao_castigo_1893,1,undirected
serao_fanciulla_1886,serao_cuore_1881,7,undirected
serao_fanciulla_1886,serao_dalvero_1879,3,undirected
serao_fanciulla_1886,serao_paese_1898,1,undirected
serao_fanciulla_1886,valera_lafolla_1901,1,undirected
serao_mano_1912,dannunzio_giovanni_1891,2,undirected
serao_mano_1912,invernizio_bacio_1886,9,undirected
serao_mano_1912,invernizio_misteri_1901,10,undirected
serao_mano_1912,invernizio_trovatella_1889,2,undirected
serao_mano_1912,serao_addio_1890,42,undirected
serao_mano_1912,serao_allerta_1889,2,undirected
serao_mano_1912,serao_ballerina_1899,5,undirected
serao_mano_1912,serao_castigo_1893,48,undirected
serao_mano_1912,serao_cuore_1881,1,undirected
serao_paese_1898,boito_senso_1883,4,undirected
serao_paese_1898,deamicis_costantinopoli_1878,26,undirected
serao_paese_1898,deamicis_londra_1874,27,undirected
serao_paese_1898,serao_ballerina_1899,5,undirected
serao_paese_1898,serao_castigo_1893,2,undirected
serao_paese_1898,serao_dalvero_1879,31,undirected
serao_paese_1898,serao_fanciulla_1886,1,undirected
svevo_senilita_1898,emma_leggendavalfreda_1877,1,undirected
svevo_senilita_1898,emma_unafratante_1878,2,undirected
svevo_senilita_1898,svevo_vita_1892,60,undirected
svevo_senilita_1898,svevo_zeno_1923,50,undirected
svevo_senilita_1898,tartufari_maestra_1887,18,undirected
svevo_senilita_1898,tozzi_egoisti_1924,20,undirected
svevo_vita_1892,emma_leggendavalfreda_1877,2,undirected
svevo_vita_1892,svevo_senilita_1898,60,undirected
svevo_vita_1892,svevo_zeno_1923,40,undirected
svevo_vita_1892,tartufari_maestra_1887,36,undirected
svevo_vita_1892,tozzi_chiusi_1919,5,undirected
svevo_vita_1892,tozzi_egoisti_1924,1,undirected
svevo_vita_1892,zena_bocca_1892,3,undirected
svevo_zeno_1923,capuana_rassegnazione_1907,14,undirected
svevo_zeno_1923,drigo_fine_1936,16,undirected
svevo_zeno_1923,neera_amuleto_1897,9,undirected
svevo_zeno_1923,pirandello_mattia_1904,10,undirected
svevo_zeno_1923,svevo_senilita_1898,50,undirected
svevo_zeno_1923,svevo_vita_1892,40,undirected
tartufari_arbero_1912,dannunzio_forse_1910,9,undirected
tartufari_arbero_1912,deledda_ilvecch_1900,2,undirected
tartufari_arbero_1912,invernizio_bacio_1886,1,undirected
tartufari_arbero_1912,tartufari_miracolo_1909,60,undirected
tartufari_arbero_1912,vivanti_sorella_1922,13,undirected
tartufari_arbero_1912,vivanti_vae_1917,12,undirected
tartufari_maestra_1887,deamicis_scuolaecasa_1892,1,undirected
tartufari_maestra_1887,deledda_animeoneste_1895,1,undirected
tartufari_maestra_1887,invernizio_misteri_1901,1,undirected
tartufari_maestra_1887,svevo_senilita_1898,18,undirected
tartufari_maestra_1887,svevo_vita_1892,36,undirected
tartufari_maestra_1887,verga_eros_1875,2,undirected
tartufari_maestra_1887,verga_maritoelenam_1882,4,undirected
tartufari_maestra_1887,vertua_dettava_1872,4,undirected
tartufari_miracolo_1909,barrili_semirami_1895,2,undirected
tartufari_miracolo_1909,boito_ilmaestro_1891,2,undirected
tartufari_miracolo_1909,dannunzio_forse_1910,4,undirected
tartufari_miracolo_1909,dannunzio_fuoco_1900,12,undirected
tartufari_miracolo_1909,dannunzio_trionfo_1894,2,undirected
tartufari_miracolo_1909,dannunzio_vergini_1895,9,undirected
tartufari_miracolo_1909,tartufari_arbero_1912,60,undirected
tartufari_miracolo_1909,vertua_bene_1897,2,undirected
tartufari_miracolo_1909,vivanti_naja_1920,1,undirected
tozzi_chiusi_1919,drigo_zef_1936,4,undirected
tozzi_chiusi_1919,svevo_vita_1892,5,undirected
tozzi_chiusi_1919,tozzi_croci_1920,60,undirected
tozzi_chiusi_1919,tozzi_egoisti_1924,50,undirected
tozzi_chiusi_1919,zena_bocca_1892,7,undirected
tozzi_croci_1920,capuana_marchese_1901,1,undirected
tozzi_croci_1920,collodi_pinocchio_1883,3,undirected
tozzi_croci_1920,tozzi_chiusi_1919,60,undirected
tozzi_croci_1920,tozzi_egoisti_1924,40,undirected
tozzi_croci_1920,verga_malavoglia_1881,8,undirected
tozzi_egoisti_1924,svevo_senilita_1898,20,undirected
tozzi_egoisti_1924,svevo_vita_1892,1,undirected
tozzi_egoisti_1924,tozzi_chiusi_1919,50,undirected
tozzi_egoisti_1924,tozzi_croci_1920,40,undirected
tozzi_egoisti_1924,vertua_carlo_1922,14,undirected
valera_giacinto_1920,roberto_imperio_1908,4,undirected
valera_giacinto_1920,valera_giovanni_1909,60,undirected
valera_giacinto_1920,valera_ladonna_1923,20,undirected
valera_giacinto_1920,valera_luomo_1913,21,undirected
valera_giacinto_1920,zena_ultima_1915,6,undirected
valera_giovanni_1909,roberto_imperio_1908,11,undirected
valera_giovanni_1909,valera_giacinto_1920,60,undirected
valera_giovanni_1909,valera_ladonna_1923,40,undirected
valera_giovanni_1909,valera_lassalto_1899,7,undirected
valera_giovanni_1909,valera_luomo_1913,37,undirected
valera_ladonna_1923,valera_giacinto_1920,20,undirected
valera_ladonna_1923,valera_giovanni_1909,40,undirected
valera_ladonna_1923,valera_lafolla_1901,31,undirected
valera_ladonna_1923,valera_lassalto_1899,60,undirected
valera_ladonna_1923,valera_luomo_1913,28,undirected
valera_ladonna_1923,valera_pane_1892,2,undirected
valera_ladonna_1923,valera_quovad_1900,17,undirected
valera_ladonna_1923,valera_scamiciati_1880,10,undirected
valera_lafolla_1901,drigo_zef_1936,5,undirected
valera_lafolla_1901,serao_fanciulla_1886,1,undirected
valera_lafolla_1901,valera_ladonna_1923,31,undirected
valera_lafolla_1901,valera_lassalto_1899,34,undirected
valera_lafolla_1901,valera_luomo_1913,1,undirected
valera_lafolla_1901,valera_pane_1892,25,undirected
valera_lafolla_1901,valera_quovad_1900,5,undirected
valera_lafolla_1901,verga_malavoglia_1881,1,undirected
valera_lafolla_1901,zena_bocca_1892,33,undirected
valera_lassalto_1899,valera_giovanni_1909,7,undirected
valera_lassalto_1899,valera_ladonna_1923,60,undirected
valera_lassalto_1899,valera_lafolla_1901,34,undirected
valera_lassalto_1899,valera_pane_1892,21,undirected
valera_lassalto_1899,valera_quovad_1900,21,undirected
valera_lassalto_1899,valera_scamiciati_1880,18,undirected
valera_lassalto_1899,zena_ultima_1915,19,undirected
valera_luomo_1913,valera_giacinto_1920,21,undirected
valera_luomo_1913,valera_giovanni_1909,37,undirected
valera_luomo_1913,valera_ladonna_1923,28,undirected
valera_luomo_1913,valera_lafolla_1901,1,undirected
valera_pane_1892,boito_senso_1883,1,undirected
valera_pane_1892,dossi_goccie_1880,6,undirected
valera_pane_1892,dossi_ladesinenza_1878,3,undirected
valera_pane_1892,valera_ladonna_1923,2,undirected
valera_pane_1892,valera_lafolla_1901,25,undirected
valera_pane_1892,valera_lassalto_1899,21,undirected
valera_pane_1892,valera_scamiciati_1880,60,undirected
valera_quovad_1900,barrili_semirami_1895,17,undirected
valera_quovad_1900,valera_ladonna_1923,17,undirected
valera_quovad_1900,valera_lafolla_1901,5,undirected
valera_quovad_1900,valera_lassalto_1899,21,undirected
valera_scamiciati_1880,deamicis_londra_1874,2,undirected
valera_scamiciati_1880,dossi_goccie_1880,2,undirected
valera_scamiciati_1880,dossi_ladesinenza_1878,3,undirected
valera_scamiciati_1880,valera_ladonna_1923,10,undirected
valera_scamiciati_1880,valera_lassalto_1899,18,undirected
valera_scamiciati_1880,valera_pane_1892,60,undirected
verga_eros_1875,capuana_giacinta_1879,23,undirected
verga_eros_1875,tartufari_maestra_1887,2,undirected
verga_eros_1875,verga_maritoelenam_1882,25,undirected
verga_eros_1875,verga_peccatrice_1866,28,undirected
verga_eros_1875,verga_tigre_1875,60,undirected
verga_gesualdo_1889,capuana_marchese_1901,7,undirected
verga_gesualdo_1889,deamicis_cuore_1886,1,undirected
verga_gesualdo_1889,pirandello_turno_1902,11,undirected
verga_gesualdo_1889,verga_malavoglia_1881,60,undirected
verga_gesualdo_1889,verga_maritoelenam_1882,42,undirected
verga_gesualdo_1889,verga_tigre_1875,3,undirected
verga_malavoglia_1881,capuana_marchese_1901,1,undirected
verga_malavoglia_1881,collodi_pinocchio_1883,11,undirected
verga_malavoglia_1881,pirandello_turno_1902,1,undirected
verga_malavoglia_1881,tozzi_croci_1920,8,undirected
verga_malavoglia_1881,valera_lafolla_1901,1,undirected
verga_malavoglia_1881,verga_gesualdo_1889,60,undirected
verga_malavoglia_1881,verga_maritoelenam_1882,43,undirected
verga_malavoglia_1881,zena_bocca_1892,26,undirected
verga_maritoelenam_1882,roberto_illusione_1891,17,undirected
verga_maritoelenam_1882,tartufari_maestra_1887,4,undirected
verga_maritoelenam_1882,verga_eros_1875,25,undirected
verga_maritoelenam_1882,verga_gesualdo_1889,42,undirected
verga_maritoelenam_1882,verga_malavoglia_1881,43,undirected
verga_maritoelenam_1882,verga_peccatrice_1866,1,undirected
verga_maritoelenam_1882,verga_tigre_1875,27,undirected
verga_peccatrice_1866,invernizio_bacio_1886,20,undirected
verga_peccatrice_1866,invernizio_trovatella_1889,8,undirected
verga_peccatrice_1866,verga_eros_1875,28,undirected
verga_peccatrice_1866,verga_maritoelenam_1882,1,undirected
verga_peccatrice_1866,verga_tigre_1875,23,undirected
verga_tigre_1875,verga_eros_1875,60,undirected
verga_tigre_1875,verga_gesualdo_1889,3,undirected
verga_tigre_1875,verga_maritoelenam_1882,27,undirected
verga_tigre_1875,verga_peccatrice_1866,23,undirected
vertua_bene_1897,dannunzio_vergini_1895,2,undirected
vertua_bene_1897,fogazzaro_leila_1910,12,undirected
vertua_bene_1897,tartufari_miracolo_1909,2,undirected
vertua_bene_1897,vertua_carlo_1922,60,undirected
vertua_bene_1897,vertua_dettava_1872,35,undirected
vertua_carlo_1922,drigo_zef_1936,2,undirected
vertua_carlo_1922,fogazzaro_antico_1895,2,undirected
vertua_carlo_1922,fogazzaro_leila_1910,12,undirected
vertua_carlo_1922,tozzi_egoisti_1924,14,undirected
vertua_carlo_1922,vertua_bene_1897,60,undirected
vertua_dettava_1872,barrili_olmo_1869,1,undirected
vertua_dettava_1872,deledda_fior_1891,8,undirected
vertua_dettava_1872,emma_leggendavalfreda_1877,5,undirected
vertua_dettava_1872,invernizio_bacio_1886,23,undirected
vertua_dettava_1872,invernizio_trovatella_1889,4,undirected
vertua_dettava_1872,serao_dalvero_1879,2,undirected
vertua_dettava_1872,tartufari_maestra_1887,4,undirected
vertua_dettava_1872,vertua_bene_1897,35,undirected
vivanti_naja_1920,drigo_fortuna_1913,15,undirected
vivanti_naja_1920,tartufari_miracolo_1909,1,undirected
vivanti_naja_1920,vivanti_sorella_1922,39,undirected
vivanti_naja_1920,vivanti_vae_1917,60,undirected
vivanti_sorella_1922,dannunzio_forse_1910,2,undirected
vivanti_sorella_1922,dannunzio_trionfo_1894,3,undirected
vivanti_sorella_1922,deledda_neldeserto_1911,2,undirected
vivanti_sorella_1922,drigo_fortuna_1913,3,undirected
vivanti_sorella_1922,tartufari_arbero_1912,13,undirected
vivanti_sorella_1922,vivanti_naja_1920,39,undirected
vivanti_sorella_1922,vivanti_vae_1917,50,undirected
vivanti_vae_1917,drigo_fortuna_1913,10,undirected
vivanti_vae_1917,fogazzaro_antico_1895,1,undirected
vivanti_vae_1917,tartufari_arbero_1912,12,undirected
vivanti_vae_1917,vivanti_naja_1920,60,undirected
vivanti_vae_1917,vivanti_sorella_1922,50,undirected
zena_apostolo_1901,barrili_castelg_1875,3,undirected
zena_apostolo_1901,barrili_gavone_1875,7,undirected
zena_apostolo_1901,barrili_lundec_1881,4,undirected
zena_apostolo_1901,roberto_imperio_1908,2,undirected
zena_apostolo_1901,zena_bocca_1892,14,undirected
zena_apostolo_1901,zena_ultima_1915,60,undirected
zena_bocca_1892,drigo_zef_1936,1,undirected
zena_bocca_1892,pirandello_novelle_1937,1,undirected
zena_bocca_1892,roberto_vicere_1894,21,undirected
zena_bocca_1892,svevo_vita_1892,3,undirected
zena_bocca_1892,tozzi_chiusi_1919,7,undirected
zena_bocca_1892,valera_lafolla_1901,33,undirected
zena_bocca_1892,verga_malavoglia_1881,26,undirected
zena_bocca_1892,zena_apostolo_1901,14,undirected
zena_ultima_1915,manzoni_colonna_1840,5,undirected
zena_ultima_1915,valera_giacinto_1920,6,undirected
zena_ultima_1915,valera_lassalto_1899,19,undirected
zena_ultima_1915,zena_apostolo_1901,60,undirected
